ToolName,ModelName,Strength,Score,ErrorType
medici,HIGHLY_CONSTRAINED_19,2,2,
acts,HIGHLY_CONSTRAINED_19,2,3,
caopt,HIGHLY_CONSTRAINED_19,2,4,
cagen,HIGHLY_CONSTRAINED_19,2,5,
kali,UNIFORM_ALL_0,2,2,
pmedici,UNIFORM_ALL_0,2,3,
caopt,UNIFORM_ALL_0,2,4,
acts,UNIFORM_ALL_0,2,4,
cagen,UNIFORM_ALL_0,2,4,
medici,UNIFORM_ALL_0,2,5,
pmedici,BOOLC_9,2,2,
kali,BOOLC_9,2,3,
caopt,BOOLC_9,2,4,
acts,BOOLC_9,2,5,
cagen,BOOLC_9,2,6,
medici,BOOLC_9,2,7,
pmedici,BOOLC_5,2,2,
kali,BOOLC_5,2,0,Invalid
caopt,BOOLC_5,2,3,
cagen,BOOLC_5,2,3,
acts,BOOLC_5,2,4,
medici,BOOLC_5,2,4,
kali,NUMC_11,2,0,Invalid
acts,NUMC_11,2,2,
caopt,NUMC_11,2,3,
cagen,NUMC_11,2,4,
medici,NUMC_11,2,0,Timeout
kali,FM_1,2,2,
pmedici,FM_1,2,3,
caopt,FM_1,2,4,
acts,FM_1,2,5,
cagen,FM_1,2,5,
medici,FM_1,2,5,
pmedici,UNIFORM_BOOLEAN_4,2,2,
kali,UNIFORM_BOOLEAN_4,2,3,
acts,UNIFORM_BOOLEAN_4,2,4,
cagen,UNIFORM_BOOLEAN_4,2,4,
caopt,UNIFORM_BOOLEAN_4,2,5,
medici,UNIFORM_BOOLEAN_4,2,5,
pmedici,BOOLC_7,2,2,
kali,BOOLC_7,2,3,
caopt,BOOLC_7,2,4,
acts,BOOLC_7,2,4,
cagen,BOOLC_7,2,5,
medici,BOOLC_7,2,6,
pmedici,CNF_4,2,2,
acts,CNF_4,2,3,
medici,CNF_4,2,4,
cagen,CNF_4,2,5,
caopt,CNF_4,2,6,
kali,CNF_4,2,0,Timeout
kali,MCAC_4,2,0,Invalid
pmedici,MCAC_4,2,2,
cagen,MCAC_4,2,3,
acts,MCAC_4,2,4,
medici,MCAC_4,2,5,
caopt,MCAC_4,2,6,
kali,INDUSTRIAL_13,2,0,Invalid
pmedici,INDUSTRIAL_13,2,2,
cagen,INDUSTRIAL_13,2,3,
acts,INDUSTRIAL_13,2,4,
caopt,INDUSTRIAL_13,2,5,
medici,INDUSTRIAL_13,2,5,
kali,BOOLC_12,2,2,
pmedici,BOOLC_12,2,3,
caopt,BOOLC_12,2,4,
acts,BOOLC_12,2,5,
cagen,BOOLC_12,2,6,
medici,BOOLC_12,2,6,
kali,BOOLC_27,2,2,
pmedici,BOOLC_27,2,3,
caopt,BOOLC_27,2,4,
acts,BOOLC_27,2,5,
cagen,BOOLC_27,2,6,
medici,BOOLC_27,2,6,
pmedici,MCAC_13,2,2,
cagen,MCAC_13,2,3,
caopt,MCAC_13,2,4,
acts,MCAC_13,2,4,
medici,MCAC_13,2,4,
kali,MCAC_13,2,0,Invalid
kali,BOOLC_28,2,2,
pmedici,BOOLC_28,2,3,
caopt,BOOLC_28,2,4,
acts,BOOLC_28,2,5,
cagen,BOOLC_28,2,6,
medici,BOOLC_28,2,7,
pmedici,HIGHLY_CONSTRAINED_17,2,2,
acts,HIGHLY_CONSTRAINED_17,2,3,
cagen,HIGHLY_CONSTRAINED_17,2,3,
caopt,HIGHLY_CONSTRAINED_17,2,4,
medici,HIGHLY_CONSTRAINED_17,2,5,
kali,HIGHLY_CONSTRAINED_17,2,0,Invalid
pmedici,BOOLC_20,2,2,
caopt,BOOLC_20,2,3,
kali,BOOLC_20,2,0,Invalid
acts,BOOLC_20,2,4,
cagen,BOOLC_20,2,4,
medici,BOOLC_20,2,5,
caopt,NUMC_18,2,2,
kali,NUMC_18,2,0,Invalid
medici,NUMC_18,2,0,Timeout
kali,CNF_22,2,0,Invalid
pmedici,CNF_22,2,2,
medici,CNF_22,2,3,
acts,CNF_22,2,4,
caopt,CNF_22,2,5,
cagen,CNF_22,2,6,
kali,BOOLC_4,2,0,Invalid
pmedici,BOOLC_4,2,2,
caopt,BOOLC_4,2,3,
acts,BOOLC_4,2,4,
cagen,BOOLC_4,2,5,
medici,BOOLC_4,2,5,
pmedici,MCA_15,2,2,
kali,MCA_15,2,0,Invalid
acts,MCA_15,2,3,
cagen,MCA_15,2,3,
caopt,MCA_15,2,4,
medici,MCA_15,2,5,
caopt,NUMC_5,2,2,
medici,NUMC_5,2,0,Invalid
kali,NUMC_5,2,0,Invalid
pmedici,HIGHLY_CONSTRAINED_26,2,2,
acts,HIGHLY_CONSTRAINED_26,2,3,
cagen,HIGHLY_CONSTRAINED_26,2,4,
caopt,HIGHLY_CONSTRAINED_26,2,5,
medici,HIGHLY_CONSTRAINED_26,2,6,
kali,HIGHLY_CONSTRAINED_26,2,0,Invalid
kali,MCA_23,2,2,
pmedici,MCA_23,2,3,
medici,MCA_23,2,4,
caopt,MCA_23,2,5,
acts,MCA_23,2,6,
cagen,MCA_23,2,6,
pmedici,CNF_14,2,2,
kali,CNF_14,2,0,Invalid
medici,CNF_14,2,3,
cagen,CNF_14,2,4,
caopt,CNF_14,2,5,
acts,CNF_14,2,5,
pmedici,CNF_13,2,2,
caopt,CNF_13,2,3,
acts,CNF_13,2,3,
cagen,CNF_13,2,4,
medici,CNF_13,2,4,
kali,CNF_13,2,0,Invalid
pmedici,BOOLC_3,2,2,
kali,BOOLC_3,2,0,Invalid
acts,BOOLC_3,2,3,
cagen,BOOLC_3,2,3,
caopt,BOOLC_3,2,4,
medici,BOOLC_3,2,4,
kali,UNIFORM_ALL_9,2,2,
pmedici,UNIFORM_ALL_9,2,3,
acts,UNIFORM_ALL_9,2,4,
cagen,UNIFORM_ALL_9,2,4,
caopt,UNIFORM_ALL_9,2,5,
medici,UNIFORM_ALL_9,2,5,
pmedici,MCA_27,2,2,
kali,MCA_27,2,3,
caopt,MCA_27,2,4,
acts,MCA_27,2,4,
cagen,MCA_27,2,5,
medici,MCA_27,2,5,
kali,BOOLC_16,2,2,
pmedici,BOOLC_16,2,3,
caopt,BOOLC_16,2,4,
cagen,BOOLC_16,2,5,
acts,BOOLC_16,2,6,
medici,BOOLC_16,2,7,
pmedici,HIGHLY_CONSTRAINED_10,2,0,Invalid
acts,HIGHLY_CONSTRAINED_10,2,2,
medici,HIGHLY_CONSTRAINED_10,2,3,
cagen,HIGHLY_CONSTRAINED_10,2,4,
caopt,HIGHLY_CONSTRAINED_10,2,5,
kali,HIGHLY_CONSTRAINED_10,2,0,Invalid
acts,HIGHLY_CONSTRAINED_13,2,2,
cagen,HIGHLY_CONSTRAINED_13,2,2,
caopt,HIGHLY_CONSTRAINED_13,2,3,
pmedici,HIGHLY_CONSTRAINED_13,2,4,
medici,HIGHLY_CONSTRAINED_13,2,5,
kali,HIGHLY_CONSTRAINED_13,2,0,Invalid
pmedici,CNF_26,2,2,
acts,CNF_26,2,3,
cagen,CNF_26,2,3,
medici,CNF_26,2,4,
caopt,CNF_26,2,5,
kali,CNF_26,2,0,Invalid
caopt,MCAC_5,2,2,
medici,MCAC_5,2,3,
kali,MCAC_5,2,0,Invalid
pmedici,MCAC_14,2,2,
kali,MCAC_14,2,0,Invalid
caopt,MCAC_14,2,3,
medici,MCAC_14,2,4,
cagen,MCAC_14,2,5,
acts,MCAC_14,2,6,
kali,MCA_12,2,0,Invalid
pmedici,MCA_12,2,2,
acts,MCA_12,2,3,
medici,MCA_12,2,3,
caopt,MCA_12,2,4,
cagen,MCA_12,2,4,
pmedici,CNF_25,2,2,
kali,CNF_25,2,0,Invalid
acts,CNF_25,2,3,
caopt,CNF_25,2,4,
cagen,CNF_25,2,4,
medici,CNF_25,2,4,
pmedici,MCAC_18,2,0,Invalid
kali,MCAC_18,2,0,Invalid
medici,MCAC_18,2,2,
caopt,MCAC_18,2,3,
acts,MCAC_18,2,4,
cagen,MCAC_18,2,4,
pmedici,HIGHLY_CONSTRAINED_21,2,2,
acts,HIGHLY_CONSTRAINED_21,2,3,
cagen,HIGHLY_CONSTRAINED_21,2,4,
medici,HIGHLY_CONSTRAINED_21,2,5,
caopt,HIGHLY_CONSTRAINED_21,2,6,
kali,HIGHLY_CONSTRAINED_21,2,0,Invalid
caopt,NUMC_2,2,2,
kali,NUMC_2,2,0,Invalid
medici,NUMC_2,2,0,Timeout
pmedici,MCA_24,2,2,
kali,MCA_24,2,0,Invalid
medici,MCA_24,2,3,
acts,MCA_24,2,4,
caopt,MCA_24,2,5,
cagen,MCA_24,2,6,
pmedici,MCA_20,2,2,
kali,MCA_20,2,3,
medici,MCA_20,2,4,
acts,MCA_20,2,5,
cagen,MCA_20,2,5,
caopt,MCA_20,2,6,
caopt,BOOLC_11,2,2,
acts,BOOLC_11,2,3,
cagen,BOOLC_11,2,3,
kali,BOOLC_11,2,0,Invalid
medici,BOOLC_11,2,3,
pmedici,BOOLC_11,2,3,
pmedici,FM_11,2,2,
kali,FM_11,2,0,Invalid
acts,FM_11,2,3,
caopt,FM_11,2,4,
cagen,FM_11,2,4,
medici,FM_11,2,5,
acts,HIGHLY_CONSTRAINED_14,2,2,
cagen,HIGHLY_CONSTRAINED_14,2,2,
medici,HIGHLY_CONSTRAINED_14,2,3,
caopt,HIGHLY_CONSTRAINED_14,2,4,
kali,HIGHLY_CONSTRAINED_14,2,0,Invalid
caopt,NUMC_21,2,2,
acts,NUMC_21,2,3,
cagen,NUMC_21,2,3,
kali,NUMC_21,2,0,Timeout
medici,NUMC_21,2,0,Timeout
pmedici,CNF_21,2,2,
acts,CNF_21,2,3,
cagen,CNF_21,2,4,
medici,CNF_21,2,4,
caopt,CNF_21,2,5,
kali,CNF_21,2,0,Invalid
kali,NUMC_29,2,0,Invalid
caopt,NUMC_29,2,2,
medici,NUMC_29,2,0,Invalid
pmedici,CNF_29,2,2,
kali,CNF_29,2,0,Invalid
cagen,CNF_29,2,3,
medici,CNF_29,2,4,
acts,CNF_29,2,5,
caopt,CNF_29,2,6,
kali,UNIFORM_ALL_6,2,2,
pmedici,UNIFORM_ALL_6,2,3,
cagen,UNIFORM_ALL_6,2,4,
acts,UNIFORM_ALL_6,2,5,
medici,UNIFORM_ALL_6,2,6,
caopt,UNIFORM_ALL_6,2,7,
kali,UNIFORM_ALL_1,2,2,
pmedici,UNIFORM_ALL_1,2,3,
acts,UNIFORM_ALL_1,2,4,
cagen,UNIFORM_ALL_1,2,5,
medici,UNIFORM_ALL_1,2,6,
caopt,UNIFORM_ALL_1,2,7,
pmedici,BOOLC_19,2,2,
kali,BOOLC_19,2,0,Invalid
caopt,BOOLC_19,2,3,
acts,BOOLC_19,2,4,
cagen,BOOLC_19,2,4,
medici,BOOLC_19,2,5,
kali,MCA_28,2,2,
pmedici,MCA_28,2,3,
medici,MCA_28,2,4,
caopt,MCA_28,2,5,
acts,MCA_28,2,6,
cagen,MCA_28,2,7,
pmedici,HIGHLY_CONSTRAINED_18,2,2,
caopt,HIGHLY_CONSTRAINED_18,2,3,
acts,HIGHLY_CONSTRAINED_18,2,4,
cagen,HIGHLY_CONSTRAINED_18,2,4,
medici,HIGHLY_CONSTRAINED_18,2,5,
kali,HIGHLY_CONSTRAINED_18,2,0,Timeout
kali,MCAC_10,2,0,Invalid
caopt,MCAC_10,2,2,
medici,MCAC_10,2,3,
caopt,MCAC_29,2,2,
medici,MCAC_29,2,3,
kali,MCAC_29,2,0,Invalid
kali,INDUSTRIAL_5,2,0,Invalid
pmedici,INDUSTRIAL_5,2,2,
acts,INDUSTRIAL_5,2,3,
cagen,INDUSTRIAL_5,2,4,
caopt,INDUSTRIAL_5,2,5,
medici,INDUSTRIAL_5,2,6,
acts,MCAC_17,2,2,
caopt,MCAC_17,2,3,
medici,MCAC_17,2,4,
kali,MCAC_17,2,0,Timeout
kali,MCA_18,2,0,Invalid
pmedici,MCA_18,2,2,
medici,MCA_18,2,3,
caopt,MCA_18,2,4,
acts,MCA_18,2,4,
cagen,MCA_18,2,5,
acts,NUMC_25,2,2,
caopt,NUMC_25,2,3,
cagen,NUMC_25,2,4,
kali,NUMC_25,2,0,Invalid
medici,NUMC_25,2,0,Invalid
kali,NUMC_1,2,0,Invalid
caopt,NUMC_1,2,2,
medici,NUMC_1,2,0,Invalid
kali,BOOLC_29,2,2,
caopt,BOOLC_29,2,3,
pmedici,BOOLC_29,2,4,
acts,BOOLC_29,2,5,
cagen,BOOLC_29,2,5,
medici,BOOLC_29,2,6,
acts,CNF_19,2,2,
cagen,CNF_19,2,3,
medici,CNF_19,2,4,
caopt,CNF_19,2,5,
kali,CNF_19,2,0,Timeout
pmedici,UNIFORM_BOOLEAN_10,2,2,
kali,UNIFORM_BOOLEAN_10,2,3,
acts,UNIFORM_BOOLEAN_10,2,4,
cagen,UNIFORM_BOOLEAN_10,2,4,
caopt,UNIFORM_BOOLEAN_10,2,5,
medici,UNIFORM_BOOLEAN_10,2,6,
pmedici,FM_12,2,2,
caopt,FM_12,2,3,
acts,FM_12,2,3,
cagen,FM_12,2,3,
medici,FM_12,2,4,
kali,NUMC_9,2,0,Invalid
caopt,NUMC_9,2,2,
medici,NUMC_9,2,0,Invalid
kali,MCA_0,2,0,Invalid
pmedici,MCA_0,2,2,
acts,MCA_0,2,3,
caopt,MCA_0,2,4,
cagen,MCA_0,2,4,
medici,MCA_0,2,4,
acts,NUMC_22,2,2,
cagen,NUMC_22,2,3,
caopt,NUMC_22,2,4,
medici,NUMC_22,2,0,Invalid
kali,NUMC_22,2,0,Invalid
cagen,NUMC_6,2,2,
acts,NUMC_6,2,3,
caopt,NUMC_6,2,4,
kali,NUMC_6,2,0,Invalid
medici,NUMC_6,2,0,Timeout
pmedici,HIGHLY_CONSTRAINED_25,2,2,
caopt,HIGHLY_CONSTRAINED_25,2,3,
medici,HIGHLY_CONSTRAINED_25,2,4,
acts,HIGHLY_CONSTRAINED_25,2,5,
kali,HIGHLY_CONSTRAINED_25,2,0,Invalid
kali,MCA_8,2,2,
pmedici,MCA_8,2,3,
medici,MCA_8,2,4,
acts,MCA_8,2,5,
cagen,MCA_8,2,6,
caopt,MCA_8,2,7,
caopt,NUMC_16,2,2,
cagen,NUMC_16,2,3,
acts,NUMC_16,2,4,
kali,NUMC_16,2,0,Invalid
medici,NUMC_16,2,0,Invalid
caopt,NUMC_26,2,2,
kali,NUMC_26,2,0,Invalid
medici,NUMC_26,2,0,Invalid
kali,BOOLC_21,2,2,
pmedici,BOOLC_21,2,3,
acts,BOOLC_21,2,4,
cagen,BOOLC_21,2,4,
medici,BOOLC_21,2,5,
caopt,BOOLC_21,2,6,
pmedici,CNF_8,2,2,
medici,CNF_8,2,3,
cagen,CNF_8,2,4,
caopt,CNF_8,2,5,
acts,CNF_8,2,6,
kali,CNF_8,2,0,Invalid
kali,BOOLC_26,2,2,
pmedici,BOOLC_26,2,2,
acts,BOOLC_26,2,3,
caopt,BOOLC_26,2,4,
cagen,BOOLC_26,2,4,
medici,BOOLC_26,2,5,
kali,CNF_16,2,0,Invalid
pmedici,CNF_16,2,2,
caopt,CNF_16,2,3,
acts,CNF_16,2,4,
cagen,CNF_16,2,4,
medici,CNF_16,2,4,
pmedici,MCA_17,2,2,
kali,MCA_17,2,3,
caopt,MCA_17,2,4,
acts,MCA_17,2,5,
cagen,MCA_17,2,5,
medici,MCA_17,2,5,
kali,MCA_7,2,2,
pmedici,MCA_7,2,3,
caopt,MCA_7,2,4,
medici,MCA_7,2,4,
acts,MCA_7,2,5,
cagen,MCA_7,2,5,
caopt,HIGHLY_CONSTRAINED_20,2,2,
medici,HIGHLY_CONSTRAINED_20,2,3,
kali,HIGHLY_CONSTRAINED_20,2,0,Invalid
kali,CNF_11,2,0,Invalid
pmedici,CNF_11,2,2,
acts,CNF_11,2,3,
cagen,CNF_11,2,3,
medici,CNF_11,2,4,
caopt,CNF_11,2,5,
pmedici,MCA_10,2,2,
kali,MCA_10,2,3,
medici,MCA_10,2,4,
caopt,MCA_10,2,5,
acts,MCA_10,2,6,
cagen,MCA_10,2,6,
caopt,HIGHLY_CONSTRAINED_24,2,2,
medici,HIGHLY_CONSTRAINED_24,2,3,
kali,HIGHLY_CONSTRAINED_24,2,0,Invalid
kali,MCAC_24,2,0,Invalid
caopt,MCAC_24,2,2,
medici,MCAC_24,2,3,
caopt,UNIFORM_BOOLEAN_12,6,2,
acts,UNIFORM_BOOLEAN_12,6,3,
cagen,UNIFORM_BOOLEAN_12,6,4,
kali,MCAC_6,6,0,Timeout
medici,MCAC_6,6,0,Timeout
kali,MCA_21,6,0,Timeout
medici,MCA_21,6,0,Timeout
pmedici,UNIFORM_BOOLEAN_2,6,2,
kali,UNIFORM_BOOLEAN_2,6,3,
cagen,UNIFORM_BOOLEAN_2,6,4,
acts,UNIFORM_BOOLEAN_2,6,5,
caopt,UNIFORM_BOOLEAN_2,6,6,
pmedici,UNIFORM_BOOLEAN_5,6,2,
kali,UNIFORM_BOOLEAN_5,6,3,
cagen,UNIFORM_BOOLEAN_5,6,4,
acts,UNIFORM_BOOLEAN_5,6,5,
caopt,UNIFORM_BOOLEAN_5,6,6,
medici,NUMC_3,6,0,Invalid
kali,NUMC_3,6,0,Timeout
kali,MCA_1,6,0,Timeout
medici,MCA_1,6,0,Timeout
cagen,MCA_6,6,2,
medici,MCA_6,6,0,Timeout
kali,MCAC_12,6,0,Timeout
medici,MCAC_12,6,0,Timeout
caopt,FM_4,6,2,
medici,FM_4,6,3,
pmedici,FM_4,6,3,
acts,FM_4,6,4,
cagen,FM_4,6,4,
kali,FM_4,6,0,Invalid
caopt,INDUSTRIAL_3,6,2,
acts,INDUSTRIAL_3,6,3,
cagen,INDUSTRIAL_3,6,3,
medici,INDUSTRIAL_3,6,3,
pmedici,INDUSTRIAL_3,6,3,
kali,INDUSTRIAL_3,6,0,Invalid
cagen,MCA_5,6,2,
medici,MCA_5,6,0,Timeout
acts,HIGHLY_CONSTRAINED_4,6,2,
cagen,HIGHLY_CONSTRAINED_4,6,2,
medici,HIGHLY_CONSTRAINED_4,6,2,
pmedici,HIGHLY_CONSTRAINED_4,6,2,
kali,HIGHLY_CONSTRAINED_4,6,0,Timeout
acts,BOOLC_24,6,2,
cagen,BOOLC_24,6,3,
medici,BOOLC_24,6,4,
kali,BOOLC_24,6,0,Invalid
kali,MCA_16,6,0,Timeout
medici,MCA_16,6,0,Timeout
acts,MCAC_19,6,2,
cagen,MCAC_19,6,2,
kali,MCAC_19,6,0,Timeout
kali,UNIFORM_BOOLEAN_11,6,2,
cagen,UNIFORM_BOOLEAN_11,6,3,
pmedici,UNIFORM_BOOLEAN_11,6,3,
acts,UNIFORM_BOOLEAN_11,6,4,
medici,UNIFORM_BOOLEAN_11,6,5,
caopt,UNIFORM_BOOLEAN_11,6,6,
kali,CNF_20,6,0,Timeout
medici,CNF_20,6,0,Timeout
acts,NUMC_23,6,2,
cagen,NUMC_23,6,2,
medici,NUMC_23,6,0,Invalid
kali,NUMC_23,6,0,Timeout
kali,UNIFORM_ALL_8,6,0,Timeout
medici,UNIFORM_ALL_8,6,0,Timeout
acts,NUMC_14,6,2,
cagen,NUMC_14,6,2,
medici,NUMC_14,6,0,Invalid
kali,NUMC_14,6,0,Timeout
pmedici,UNIFORM_BOOLEAN_6,6,2,
kali,UNIFORM_BOOLEAN_6,6,3,
cagen,UNIFORM_BOOLEAN_6,6,4,
acts,UNIFORM_BOOLEAN_6,6,5,
caopt,UNIFORM_BOOLEAN_6,6,6,
caopt,INDUSTRIAL_8,6,2,
acts,INDUSTRIAL_8,6,3,
cagen,INDUSTRIAL_8,6,3,
pmedici,INDUSTRIAL_8,6,3,
medici,INDUSTRIAL_8,6,0,Invalid
kali,INDUSTRIAL_8,6,0,Invalid
caopt,FM_8,6,2,
acts,FM_8,6,3,
cagen,FM_8,6,3,
medici,FM_8,6,3,
pmedici,FM_8,6,3,
kali,FM_8,6,0,Invalid
caopt,BOOLC_13,6,2,
pmedici,BOOLC_13,6,3,
cagen,BOOLC_13,6,4,
acts,BOOLC_13,6,5,
medici,BOOLC_13,6,6,
kali,BOOLC_13,6,0,Invalid
caopt,BOOLC_23,6,2,
pmedici,BOOLC_23,6,3,
acts,BOOLC_23,6,4,
medici,BOOLC_23,6,5,
cagen,BOOLC_23,6,6,
kali,BOOLC_23,6,0,Invalid
caopt,BOOLC_1,6,2,
kali,BOOLC_1,6,0,Invalid
pmedici,BOOLC_1,6,3,
cagen,BOOLC_1,6,4,
acts,BOOLC_1,6,5,
cagen,BOOLC_25,6,2,
acts,BOOLC_25,6,3,
kali,BOOLC_25,6,0,Invalid
cagen,HIGHLY_CONSTRAINED_15,6,2,
acts,HIGHLY_CONSTRAINED_15,6,3,
kali,HIGHLY_CONSTRAINED_15,6,0,Invalid
caopt,INDUSTRIAL_11,6,2,
acts,INDUSTRIAL_11,6,3,
cagen,INDUSTRIAL_11,6,4,
pmedici,INDUSTRIAL_11,6,5,
medici,INDUSTRIAL_11,6,6,
kali,INDUSTRIAL_11,6,0,Invalid
cagen,MCAC_21,6,2,
kali,MCAC_21,6,0,Timeout
medici,MCAC_21,6,0,Timeout
medici,NUMC_19,6,0,Invalid
kali,NUMC_19,6,0,Timeout
kali,CNF_17,6,0,Timeout
medici,CNF_17,6,0,Timeout
cagen,FM_9,6,2,
acts,FM_9,6,3,
pmedici,FM_9,6,4,
caopt,FM_9,6,5,
medici,FM_9,6,6,
kali,FM_9,6,0,Invalid
pmedici,BOOLC_17,6,2,
acts,BOOLC_17,6,3,
cagen,BOOLC_17,6,3,
medici,BOOLC_17,6,3,
kali,BOOLC_17,6,0,Timeout
caopt,HIGHLY_CONSTRAINED_28,6,2,
acts,HIGHLY_CONSTRAINED_28,6,3,
cagen,HIGHLY_CONSTRAINED_28,6,3,
medici,HIGHLY_CONSTRAINED_28,6,3,
pmedici,HIGHLY_CONSTRAINED_28,6,3,
kali,HIGHLY_CONSTRAINED_28,6,0,Timeout
cagen,FM_5,6,2,
caopt,FM_5,6,3,
kali,FM_5,6,0,Timeout
medici,FM_5,6,0,Timeout
acts,MCA_29,6,2,
cagen,MCA_29,6,3,
acts,BOOLC_14,6,2,
cagen,BOOLC_14,6,2,
medici,BOOLC_14,6,2,
pmedici,BOOLC_14,6,2,
kali,BOOLC_14,6,0,Timeout
cagen,INDUSTRIAL_6,6,2,
acts,INDUSTRIAL_6,6,3,
kali,INDUSTRIAL_6,6,0,Invalid
kali,MCAC_20,6,0,Timeout
medici,MCAC_20,6,0,Timeout
kali,MCA_3,6,0,Timeout
medici,MCA_3,6,0,Timeout
acts,MCAC_16,6,2,
cagen,MCAC_16,6,3,
acts,MCA_25,6,2,
cagen,MCA_25,6,3,
cagen,INDUSTRIAL_0,6,2,
kali,INDUSTRIAL_0,6,0,Timeout
medici,INDUSTRIAL_0,6,0,Timeout
acts,HIGHLY_CONSTRAINED_11,6,2,
cagen,HIGHLY_CONSTRAINED_11,6,2,
kali,HIGHLY_CONSTRAINED_11,6,0,Timeout
medici,HIGHLY_CONSTRAINED_11,6,0,Timeout
cagen,MCA_2,6,2,
medici,MCA_2,6,0,Timeout
kali,CNF_28,6,0,Timeout
medici,CNF_28,6,0,Timeout
kali,MCAC_2,6,0,Timeout
medici,MCAC_2,6,0,Timeout
kali,HIGHLY_CONSTRAINED_8,6,0,Timeout
medici,HIGHLY_CONSTRAINED_8,6,0,Timeout
caopt,HIGHLY_CONSTRAINED_6,6,2,
acts,HIGHLY_CONSTRAINED_6,6,3,
cagen,HIGHLY_CONSTRAINED_6,6,3,
kali,HIGHLY_CONSTRAINED_6,6,0,Timeout
medici,HIGHLY_CONSTRAINED_6,6,0,Timeout
acts,NUMC_7,6,2,
cagen,NUMC_7,6,3,
medici,NUMC_7,6,0,Invalid
kali,UNIFORM_BOOLEAN_8,6,2,
pmedici,UNIFORM_BOOLEAN_8,6,3,
caopt,UNIFORM_BOOLEAN_8,6,4,
acts,UNIFORM_BOOLEAN_8,6,5,
cagen,UNIFORM_BOOLEAN_8,6,5,
medici,UNIFORM_BOOLEAN_8,6,5,
cagen,UNIFORM_ALL_13,6,2,
kali,UNIFORM_ALL_13,6,0,Timeout
medici,UNIFORM_ALL_13,6,0,Timeout
medici,NUMC_20,6,0,Invalid
kali,NUMC_20,6,0,Timeout
cagen,CNF_24,6,2,
acts,CNF_24,6,3,
cagen,UNIFORM_ALL_3,6,2,
medici,UNIFORM_ALL_3,6,0,Timeout
medici,HIGHLY_CONSTRAINED_9,6,0,Timeout
kali,UNIFORM_ALL_10,6,0,Timeout
medici,UNIFORM_ALL_10,6,0,Timeout
kali,UNIFORM_ALL_14,6,0,Timeout
medici,UNIFORM_ALL_14,6,0,Timeout
kali,MCAC_8,6,0,Timeout
medici,MCAC_8,6,0,Timeout
kali,HIGHLY_CONSTRAINED_0,6,0,Timeout
medici,HIGHLY_CONSTRAINED_0,6,0,Timeout
caopt,FM_3,6,2,
cagen,FM_3,6,3,
acts,FM_3,6,4,
kali,FM_3,6,0,Timeout
medici,FM_3,6,0,Timeout
cagen,MCA_26,6,2,
medici,MCA_26,6,0,Timeout
acts,BOOLC_8,6,2,
cagen,BOOLC_8,6,2,
medici,BOOLC_8,6,2,
pmedici,BOOLC_8,6,2,
kali,BOOLC_8,6,0,Invalid
kali,NUMC_4,6,0,Timeout
medici,NUMC_4,6,0,Timeout
acts,MCA_11,6,2,
cagen,MCA_11,6,3,
kali,CNF_27,6,0,Timeout
medici,CNF_27,6,0,Timeout
kali,HIGHLY_CONSTRAINED_3,6,0,Timeout
medici,HIGHLY_CONSTRAINED_3,6,0,Timeout
pmedici,BOOLC_6,6,2,
acts,BOOLC_6,6,3,
medici,BOOLC_6,6,4,
cagen,BOOLC_6,6,5,
kali,BOOLC_6,6,0,Invalid
medici,NUMC_13,6,0,Invalid
kali,NUMC_13,6,0,Timeout
medici,NUMC_24,6,0,Invalid
kali,NUMC_24,6,0,Timeout
acts,MCA_19,6,2,
cagen,MCA_19,6,3,
pmedici,UNIFORM_BOOLEAN_1,6,2,
kali,UNIFORM_BOOLEAN_1,6,3,
cagen,UNIFORM_BOOLEAN_1,6,4,
acts,UNIFORM_BOOLEAN_1,6,5,
caopt,UNIFORM_BOOLEAN_1,6,6,
acts,NUMC_28,6,2,
cagen,NUMC_28,6,2,
medici,NUMC_28,6,0,Invalid
kali,NUMC_28,6,0,Timeout
kali,MCAC_23,6,0,Timeout
medici,MCAC_23,6,0,Timeout
cagen,CNF_10,6,2,
kali,CNF_10,6,0,Timeout
kali,MCAC_1,6,0,Timeout
medici,MCAC_1,6,0,Timeout
medici,HIGHLY_CONSTRAINED_29,6,0,Timeout
kali,HIGHLY_CONSTRAINED_12,6,0,Timeout
caopt,BOOLC_22,6,2,
acts,BOOLC_22,6,3,
cagen,BOOLC_22,6,3,
medici,BOOLC_22,6,3,
pmedici,BOOLC_22,6,3,
kali,BOOLC_22,6,0,Invalid
acts,MCAC_26,6,2,
cagen,MCAC_26,6,2,
medici,MCAC_26,6,2,
pmedici,MCAC_26,6,2,
kali,MCAC_26,6,0,Timeout
kali,INDUSTRIAL_1,6,0,Timeout
medici,INDUSTRIAL_1,6,0,Timeout
caopt,FM_2,6,2,
cagen,FM_2,6,3,
acts,FM_2,6,4,
kali,FM_2,6,0,Timeout
medici,FM_2,6,0,Timeout
pmedici,BOOLC_10,6,2,
acts,BOOLC_10,6,3,
cagen,BOOLC_10,6,4,
medici,BOOLC_10,6,5,
caopt,BOOLC_10,6,6,
kali,BOOLC_10,6,0,Invalid
cagen,UNIFORM_ALL_11,6,2,
acts,UNIFORM_ALL_11,6,3,
medici,UNIFORM_ALL_11,6,0,Timeout
caopt,HIGHLY_CONSTRAINED_16,6,2,
acts,HIGHLY_CONSTRAINED_16,6,3,
